,1,2,3,4,Players Sent,Players Received,Year,Month,Day
53993, Lightning, • Bruno Gervais, • future considerations (?),Islanders,1,1,2011,06,25
53995, Sabres, • Robyn Regehr• Ales Kotalik• 2012 second round pick (#44-Jake McCabe), • Chris Butler• Paul Byron,Flames,2,3,2011,06,25
53996, Blues, • Evgeny Grachev, • 2011 third round pick (#71-Steven Fogarty),Rangers,1,1,2011,06,25
53997, Canadiens, • 2011 fourth round pick (#96-Josiah Didier)• 2011 fourth round pick (#107-Olivier Archambault), • 2011 third round pick (#77-Brennan Serville),Jets,1,2,2011,06,25
53998, Ducks, • 2011 sixth round pick (#159-Josh Manson), • 2012 sixth round pick (#157-Ryan Rupert),MapleLeafs,1,1,2011,06,25
53999, Jets, • 2011 fourth round pick (#118-Zachary Yuen / Zach Yuen), • 2011 fifth round pick (#132-Sean Kuraly)• 2011 seventh round pick (#193-Colin Blackwell),Sharks,2,1,2011,06,25
54000, Jets, • 2011 third round pick (#77-Brennan Serville), • 2011 fourth round pick (#96-Josiah Didier)• 2011 fourth round pick (#107-Olivier Archambault),Canadiens,2,1,2011,06,25
54001, Kings, • 2011 third round pick (#81-Nicholas Shore / Nick Shore), • 2011 sixth round pick (#169-Chase Balisy)• 2012 third round pick (#66-Jimmy Vesey),Predators,2,1,2011,06,25
54002, Maple Leafs, • 2012 sixth round pick (#157-Ryan Rupert), • 2011 sixth round pick (#159-Josh Manson),Ducks,1,1,2011,06,25
54003, Panthers, • 2011 second round pick (#59-Rasmus Bengtsson)• 2012 third-round pick (#78-Shayne Gostisbehere), • 2011 second round pick (#47-Matt Nieto),Sharks,1,2,2011,06,25
54004, Predators, • 2011 sixth round pick (#169-Chase Balisy)• 2012 third round pick (#66-Jimmy Vesey), • 2011 third round pick (#81-Nicholas Shore / Nick Shore),Kings,1,2,2011,06,25
54005, Predators, • 2012 sixth round pick (#179-Marek Mazanec), • 2011 sixth round pick (#171-Peter Ceresnak),Rangers,1,1,2011,06,25
54006, Rangers, • 2011 sixth round pick (#171-Peter Ceresnak), • 2012 sixth round pick (#179-Marek Mazanec),Predators,1,1,2011,06,25
54007, Rangers, • 2011 third round pick (#71-Steven Fogarty), • Evgeny Grachev,Blues,1,1,2011,06,25
54008, Sharks, • 2011 fifth round pick (#132-Sean Kuraly)• 2011 seventh round pick (#193-Colin Blackwell), • 2011 fourth round pick (#118-Zachary Yuen / Zach Yuen),Jets,1,2,2011,06,25
54009, Sharks, • 2011 second round pick (#47-Matt Nieto), • 2011 second round pick (#59-Rasmus Bengtsson)• 2012 third-round pick (#78-Shayne Gostisbehere),Panthers,2,1,2011,06,25
54010, Blue Jackets, • 2011 third round pick (#66-T.J. Tynan), • Nikita Filatov,Senators,1,1,2011,06,25
54011, Canucks, • 2011 third round pick (#70-David Honzik)• 2011 fourth round pick (#100-Joseph Labate / Joe Labate), • 2011 second round pick (#60-Mario Lucia),Wild,1,2,2011,06,25
54012, Senators, • Nikita Filatov, • 2011 third round pick (#66-T.J. Tynan),BlueJackets,1,1,2011,06,25
54013, Wild, • 2011 second round pick (#60-Mario Lucia), • 2011 third round pick (#70-David Honzik)• 2011 fourth round pick (#100-Joseph Labate / Joe Labate),Canucks,2,1,2011,06,25
54193, Kings, • Colin Fraser• 2012 seventh round pick (#183-Dmitry Sinitsyn), • Ryan Smyth,Oilers,1,2,2011,06,26
54194, Oilers, • Ryan Smyth, • Colin Fraser• 2012 seventh round pick (#183-Dmitry Sinitsyn),Kings,2,1,2011,06,26
54195, Blackhawks," • 2012 or 2013 conditional seventh round pick (2012 if Panthers do not send seventh round pick to Predators from eariler trade, else 2013) (2012 #204-Judd Peterson)", • Tomas Kopecky,Panthers,1,1,2011,06,27
54209, Canucks, • 2012 fourth round pick (#95-Josh Anderson (b. 1994-05-07)), • Christian Ehrhoff,Islanders,1,1,2011,06,27
54242, Flyers, • 2013 third round pick (#77-Jake Guentzel), • Darroll Powe,Wild,1,1,2011,06,27
54249, Islanders, • Christian Ehrhoff, • 2012 fourth round pick (#95-Josh Anderson (b. 1994-05-07)),Canucks,1,1,2011,06,27
54277, Panthers, • Tomas Kopecky," • 2012 or 2013 conditional seventh round pick (2012 if Panthers do not send seventh round pick to Predators from eariler trade, else 2013) (2012 #204-Judd Peterson)",Blackhawks,1,1,2011,06,27
54301, Wild, • Darroll Powe, • 2013 third round pick (#77-Jake Guentzel),Flyers,1,1,2011,06,27
54346, Blackhawks, • rights to Steve Montador," • 2012 or 2013 seventh round pick (2012 if Blackhawks receive pick from Panthers from earlier trade, else 2013) (2012 #204-Judd Peterson)",Sabres,1,1,2011,06,29
54348, Blue Jackets, • rights to James Wisniewski," • 2012 conditional pick (fifth round if Blue Jackets re-sign Wisniewski, else seventh round) (#122-Charles Hudon)",Canadiens,1,1,2011,06,29
54349, Canadiens," • 2012 conditional pick (fifth round if Blue Jackets re-sign Wisniewski, else seventh round) (#122-Charles Hudon)", • rights to James Wisniewski,BlueJackets,1,1,2011,06,29
54354, Islanders, • 2012 fourth round pick (#103-Loic Leduc), • rights to Christian Ehrhoff,Sabres,1,1,2011,06,29
54364, Sabres," • 2012 or 2013 seventh round pick (2012 if Blackhawks receive pick from Panthers from earlier trade, else 2013) (2012 #204-Judd Peterson)", • rights to Steve Montador,Blackhawks,1,1,2011,06,29
54366, Sabres, • rights to Christian Ehrhoff, • 2012 fourth round pick (#103-Loic Leduc),Islanders,1,1,2011,06,29
54398, Avalanche, • rights to Semyon Varlamov, • 2012 first round pick (#11-Filip Forsberg)• 2012 or 2013 second round pick (Capitals choice) (2012 #54-Mike Winther (b)),Capitals,2,1,2011,07,01
54448, Capitals, • 2012 first round pick (#11-Filip Forsberg)• 2012 or 2013 second round pick (Capitals choice) (2012 #54-Mike Winther (b)), • rights to Semyon Varlamov,Avalanche,1,2,2011,07,01
54478, Ducks, • Kurtis Foster, • Andy Sutton,Oilers,1,1,2011,07,01
54498, Flyers, • 2012 or 2013 second round pick (Panthers choice) (2012 #53-Brian Hart)• 2012 third round pick (#78-Shayne Gostisbehere), • Kris Versteeg,Panthers,1,2,2011,07,01
54557, Oilers, • Andy Sutton, • Kurtis Foster,Ducks,1,1,2011,07,01
54573, Panthers, • Kris Versteeg, • 2012 or 2013 second round pick (Panthers choice) (2012 #53-Brian Hart)• 2012 third round pick (#78-Shayne Gostisbehere),Flyers,2,1,2011,07,01
54817, Bruins, • Joe Corvo, • 2012 fourth round pick (#115-Trevor Carrick),Hurricanes,1,1,2011,07,05
54825, Hurricanes, • 2012 fourth round pick (#115-Trevor Carrick), • Joe Corvo,Bruins,1,1,2011,07,05
54858, Blue Jackets, • Ryan Russell, • Michael Blunden / Mike Blunden,Canadiens,1,1,2011,07,07
54860, Canadiens, • Michael Blunden / Mike Blunden, • Ryan Russell,BlueJackets,1,1,2011,07,07
54886, Capitals, • Danick Paquette• 2012 fourth round pick (#100-Thomas Di Pauli), • Eric Fehr,Jets,1,2,2011,07,08
54889, Jets, • Eric Fehr, • Danick Paquette• 2012 fourth round pick (#100-Thomas Di Pauli),Capitals,2,1,2011,07,08
54904, Canucks, • Mike Duco, • Sergei Shirokov,Panthers,1,1,2011,07,09
54906, Jets, • Kenndal McArdle, • Angelo Esposito,Panthers,1,1,2011,07,09
54908, Panthers, • Angelo Esposito, • Kenndal McArdle,Jets,1,1,2011,07,09
54910, Panthers, • Sergei Shirokov, • Mike Duco,Canucks,1,1,2011,07,09
54912, Flames, • Jordan Henry, • Keith Seabrook,Panthers,1,1,2011,07,09
54913, Panthers, • Keith Seabrook, • Jordan Henry,Flames,1,1,2011,07,09
54939, Ducks, • Andrew Cogliano, • 2013 second round pick (#56-Marc-Olivier Roy),Oilers,1,1,2011,07,12
54942, Oilers, • 2013 second round pick (#56-Marc-Olivier Roy), • Andrew Cogliano,Ducks,1,1,2011,07,12
54960, Canadiens, • Mark Mitera, • Mathieu Carle,Ducks,1,1,2011,07,15
54965, Ducks, • Mathieu Carle, • Mark Mitera,Canadiens,1,1,2011,07,15
55081, Devils, • Trent Hunter, • Brian Rolston,Islanders,1,1,2011,07,28
55082, Islanders, • Brian Rolston, • Trent Hunter,Devils,1,1,2011,07,28
55122, Sharks, • James Sheppard, • 2013 third round pick (#81-Kurtis Gabriel),Wild,1,1,2011,08,07
55123, Wild, • 2013 third round pick (#81-Kurtis Gabriel), • James Sheppard,Sharks,1,1,2011,08,07
55174, Coyotes, • Daymond Langkow, • Lee Stempniak,Flames,1,1,2011,08,29
55175, Flames, • Lee Stempniak, • Daymond Langkow,Coyotes,1,1,2011,08,29
55200, Coyotes, • Marc Cheverie, • Justin Bernhardt,Panthers,1,1,2011,09,08
55201, Panthers, • Justin Bernhardt, • Marc Cheverie,Coyotes,1,1,2011,09,08
55205, Blackhawks, • David Toews, • future considerations (?),Islanders,1,1,2011,09,09
55206, Islanders, • future considerations (?), • David Toews,Blackhawks,1,1,2011,09,09
55497, Devils, • 2012 fourth round pick (#96-Ben Thomson), • David Steckel / Dave Steckel,MapleLeafs,1,1,2011,10,04
55503, Maple Leafs, • David Steckel / Dave Steckel, • 2012 fourth round pick (#96-Ben Thomson),Devils,1,1,2011,10,04
55532, Avalanche," • Jake Newton• conditional pick (2012 fifth round if Cumiskey plays in 45 games in 2011-12, else 2013 seventh round) (2013 #207-Emil Galimov)", • Kyle Cumiskey,Ducks,1,2,2011,10,08
55533, Ducks, • Kyle Cumiskey," • Jake Newton• conditional pick (2012 fifth round if Cumiskey plays in 45 games in 2011-12, else 2013 seventh round) (2013 #207-Emil Galimov)",Avalanche,2,1,2011,10,08
55546, Flyers, • future considerations (?), • Stefan Legein• 2012 sixth round pick (#171-Tomas Hyka),Kings,2,1,2011,10,12
55549, Kings, • Stefan Legein• 2012 sixth round pick (#171-Tomas Hyka), • future considerations (?),Flyers,1,2,2011,10,12
55550, Stars, • Eric Nystrom, • future considerations (?),Wild,1,1,2011,10,12
55551, Wild, • future considerations (?), • Eric Nystrom,Stars,1,1,2011,10,12
55563, Canucks, • David Booth• Steven Reinprecht• 2013 third round pick (#85-Cole Cassels), • Mikael Samuelsson• Marco Sturm,Panthers,2,3,2011,10,22
55564, Panthers, • Mikael Samuelsson• Marco Sturm, • David Booth• Steven Reinprecht• 2013 third round pick (#85-Cole Cassels),Canucks,3,2,2011,10,22
55565, Canadiens, • Petteri Nokelainen• Garrett Stafford, • Brock Trotter• 2012 seventh round pick (#184-Marek Langhamer),Coyotes,2,2,2011,10,23
55566, Coyotes, • Brock Trotter• 2012 seventh round pick (#184-Marek Langhamer), • Petteri Nokelainen• Garrett Stafford,Canadiens,2,2,2011,10,23
55572, Coyotes, • Cal O'Reilly, • 2012 fourth round pick (#118-Mikko Vainonen),Predators,1,1,2011,10,28
55574, Predators, • 2012 fourth round pick (#118-Mikko Vainonen), • Cal O'Reilly,Coyotes,1,1,2011,10,28
55594, Blue Jackets, • Mark Letestu, • 2012 fourth round pick (#92-Matia Marcantuoni),Penguins,1,1,2011,11,08
55595, Penguins, • 2012 fourth round pick (#92-Matia Marcantuoni), • Mark Letestu,BlueJackets,1,1,2011,11,08
55596, Capitals, • Tomas Kundratek, • Francois Bouchard,Rangers,1,1,2011,11,08
55597, Rangers, • Francois Bouchard, • Tomas Kundratek,Capitals,1,1,2011,11,08
55599, Blue Jackets, • Nikita Nikitin, • Kris Russell,Blues,1,1,2011,11,10
55600, Blues, • Kris Russell, • Nikita Nikitin,BlueJackets,1,1,2011,11,10
55645, Blackhawks, • 2013 conditional seventh round pick (if Klinkhammer plays 5 NHL regular season games in 2011-12) (#198-John Gilmour), • Rob Klinkhammer,tradewtihSenators,1,1,2011,12,02
55646, Senators, • Rob Klinkhammer, • 2013 conditional seventh round pick (if Klinkhammer plays 5 NHL regular season games in 2011-12) (#198-John Gilmour),Blackhawks,1,1,2011,12,02
55647, Lightning, • Evan Oberg• Michael Kostka / Mike Kostka, • James Wright• Mike Vernace,Panthers,2,2,2011,12,02
55648, Panthers, • James Wright• Mike Vernace, • Evan Oberg• Michael Kostka / Mike Kostka,Lightning,2,2,2011,12,02
55652, Panthers, • Krystofer Barch / Krys Barch• 2012 sixth round pick (#164-Simon Fernholm), • Jake Hauswirth• 2012 fifth round pick (#144-Henri Kiviaho),Stars,2,2,2011,12,06
55653, Stars, • Jake Hauswirth• 2012 fifth round pick (#144-Henri Kiviaho), • Krystofer Barch / Krys Barch• 2012 sixth round pick (#164-Simon Fernholm),Panthers,2,2,2011,12,06
55657, Canadiens, • Tomas Kaberle, • Jaroslav Spacek,Hurricanes,1,1,2011,12,09
55658, Hurricanes, • Jaroslav Spacek, • Tomas Kaberle,Canadiens,1,1,2011,12,09
55662, Devils, • Kurtis Foster• Timo Pielmeier, • Rod Pelley• Mark Fraser• 2012 seventh round pick (#210-Jaycob Megna),Ducks,3,2,2011,12,12
55663, Ducks, • Rod Pelley• Mark Fraser• 2012 seventh round pick (#210-Jaycob Megna), • Kurtis Foster• Timo Pielmeier,Devils,2,3,2011,12,12
55678, Coyotes, • David Rundblad• 2012 second round pick (#45-Anthony Stolarz), • Kyle Turris,Senators,1,2,2011,12,17
55679, Senators, • Kyle Turris, • David Rundblad• 2012 second round pick (#45-Anthony Stolarz),Coyotes,2,1,2011,12,17
55699, Ducks, • Luca Caputi, • Nicolas Deschamps,MapleLeafs,1,1,2012,01,03
55700, Maple Leafs, • Nicolas Deschamps, • Luca Caputi,Ducks,1,1,2012,01,03
55706, Flames, • Blair Jones, • Brendan Mikkelson,Lightning,1,1,2012,01,06
55708, Lightning, • Brendan Mikkelson, • Blair Jones,Flames,1,1,2012,01,06
55723, Canadiens, • Rene Bourque• Patrick Holland• 2013 second round pick (#36-Zach Fucale), • Michael Cammalleri / Mike Cammalleri• Karri Ramo• 2012 fifth round pick (#124-Ryan Culkin),Flames,3,3,2012,01,12
55725, Flames, • Michael Cammalleri / Mike Cammalleri• Karri Ramo• 2012 fifth round pick (#124-Ryan Culkin), • Rene Bourque• Patrick Holland• 2013 second round pick (#36-Zach Fucale),Canadiens,3,3,2012,01,12
55727, Panthers, • Ondrej Roman, • Angelo Esposito,Stars,1,1,2012,01,13
55728, Stars, • Angelo Esposito, • Ondrej Roman,Panthers,1,1,2012,01,13
55732, Hurricanes, • Evgeni Dadonov / Evgenii Dadonov• A.J. Jenks, • Jonathan Matsumoto / Jon Matsumoto• Mattias Lindstrom,Panthers,2,2,2012,01,18
55733, Panthers, • Jonathan Matsumoto / Jon Matsumoto• Mattias Lindstrom, • Evgeni Dadonov / Evgenii Dadonov• A.J. Jenks,Hurricanes,2,2,2012,01,18
55739, Devils, • Alexei Ponikarovsky, • Joe Sova• 2012 fourth round pick (#120-Jaccob Slavin),Hurricanes,2,1,2012,01,20
55741, Hurricanes, • Joe Sova• 2012 fourth round pick (#120-Jaccob Slavin), • Alexei Ponikarovsky,Devils,1,2,2012,01,20
55746, Panthers, • Sean Sullivan (b), • Tim Kennedy,Sharks,1,1,2012,01,26
55747, Sharks, • Tim Kennedy, • Sean Sullivan (b),Panthers,1,1,2012,01,26
55748, Blackhawks, • Brendan Morrison, • Brian Connelly,Flames,1,1,2012,01,27
55749, Flames, • Brian Connelly, • Brendan Morrison,Blackhawks,1,1,2012,01,27
55750, Flames, • Akim Aliu, • John Negrin,Jets,1,1,2012,01,30
55752, Jets, • John Negrin, • Akim Aliu,Flames,1,1,2012,01,30
55758, Avalanche, • Danny Richmond, • Mike Carman,Capitals,1,1,2012,02,02
55759, Capitals, • Kevin Marshall, • Matthew Ford / Matt Ford,Flyers,1,1,2012,02,02
55760, Capitals, • Mike Carman, • Danny Richmond,Avalanche,1,1,2012,02,02
55761, Flyers, • Matthew Ford / Matt Ford, • Kevin Marshall,Capitals,1,1,2012,02,02
55765, Rangers, • Casey Wellman, • Erik Christensen• 2013 conditional seventh round pick (if Wild do not re-sign Christensen after 2011-12 season) (#200-Alexandre Belanger),Wild,2,1,2012,02,03
55766, Wild, • Erik Christensen• 2013 conditional seventh round pick (if Wild do not re-sign Christensen after 2011-12 season) (#200-Alexandre Belanger), • Casey Wellman,Rangers,1,2,2012,02,03
55779, Ducks, • Riley Holzapfel, • Maxime Macenauer,Jets,1,1,2012,02,13
55780, Jets, • Maxime Macenauer, • Riley Holzapfel,Ducks,1,1,2012,02,13
55784, Flyers, • Nicklas Grossmann, • 2012 second round pick (#61-Devin Shore)• 2013 third round pick (#77-Jake Guentzel),Stars,2,1,2012,02,16
55785, Lightning, • 2012 second round pick (#37-Pontus Aberg), • Dominic Moore• 2012 seventh round pick (#191-Brandon Whitney),Sharks,2,1,2012,02,16
55786, Sharks, • Dominic Moore• 2012 seventh round pick (#191-Brandon Whitney), • 2012 second round pick (#37-Pontus Aberg),Lightning,1,2,2012,02,16
55787, Stars, • 2012 second round pick (#61-Devin Shore)• 2013 third round pick (#77-Jake Guentzel), • Nicklas Grossmann,Flyers,1,2,2012,02,16
55789, Ducks, • Ryan O'Marra, • Bryan Rodney,Oilers,1,1,2012,02,16
55790, Oilers, • Bryan Rodney, • Ryan O'Marra,Ducks,1,1,2012,02,16
55792, Canadiens, • Blake Geoffrion• Robert Slaney• 2012 second round pick (#51-Dalton Thrower), • Hal Gill• 2013 conditional fifth round pick (if Geoffrion plays 40 NHL games in 2012-13) (conditions effectively removed after subsequent trade of pick back to Canadiens) (#146-Patrik Bartosak),Predators,2,3,2012,02,17
55793, Predators, • Hal Gill• 2013 conditional fifth round pick (if Geoffrion plays 40 NHL games in 2012-13) (conditions effectively removed after subsequent trade of pick back to Canadiens) (#146-Patrik Bartosak), • Blake Geoffrion• Robert Slaney• 2012 second round pick (#51-Dalton Thrower),Canadiens,3,2,2012,02,17
55794, Flyers, • Pavel Kubina, • Jonathon Kalinski / Jon Kalinski• 2012 or 2013 second round pick (Panthers choice from previous trade) (2012 #53-Brian Hart)• 2013 fourth round pick (#102-Tobias Lindberg),Lightning,3,1,2012,02,18
55795, Lightning, • Jonathon Kalinski / Jon Kalinski• 2012 or 2013 second round pick (Panthers choice from previous trade) (2012 #53-Brian Hart)• 2013 fourth round pick (#102-Tobias Lindberg), • Pavel Kubina,Flyers,1,3,2012,02,18
55801, Avalanche, • Steve Downie, • Kyle Quincey,Lightning,1,1,2012,02,21
55802, Blackhawks, • Matt Fornataro, • Brandon Segal,Lightning,1,1,2012,02,21
55803, Lightning, • Brandon Segal, • Matt Fornataro,Blackhawks,1,1,2012,02,21
55804, Lightning, • Kyle Quincey, • Steve Downie,Avalanche,1,1,2012,02,21
55805, Lightning, • Sebastien Piche• 2012 first round pick (#19-Andrei Vasilevskiy), • Kyle Quincey,RedWings,1,2,2012,02,21
