,1,2,3,4,Players Sent,Players Received,Year,Month,Day
51685, Penguins, • 2011 seventh round pick (#208-Scott Wilson), • 2010 seventh round pick (#200-Chris Crane),Sharks,1,1,2010,06,26
51686, Rangers, • 2010 sixth round pick (#157-Jesper Fasth)• 2011 second round pick (#57-Tyler Wotherspoon), • Bobby Sanguinetti,Hurricanes,1,2,2010,06,26
51687, Sharks, • 2010 seventh round pick (#200-Chris Crane), • 2011 seventh round pick (#208-Scott Wilson),Penguins,1,1,2010,06,26
51688, Sharks, • 2010 sixth round pick (#163-Konrad Abeltshauser), • Henrik Karlsson,Flames,1,1,2010,06,26
51689, Thrashers, • 2010 sixth round pick (#155-Kendall McFaull / Kendal McFaull)• 2010 sixth round pick (#160-Tanner Lane), • 2011 fifth round pick (#126-Brenden Kichton),Islanders,1,2,2010,06,26
51690, Thrashers, • 2010 sixth round pick (#169-Sebastian Owuya)• 2010 seventh round pick (#199-Peter Stoykewych), • 2010 sixth round pick (#158-Maxim Kitsyn),Kings,1,2,2010,06,26
51691, Wild, • 2010 second round pick (#59-Jason Zucker), • 2010 third round pick (#69-Joe Basaraba)• 2010 fourth round pick (#99-Joonas Donskoi),Panthers,2,1,2010,06,26
51692, Avalanche, • 2010 third round pick #71-Michael Bournival), • 2010 third round pick (#77-Alexander Guptill / Alex Guptill)• 2010 fourth round pick #109-Alex Theriau),Stars,2,1,2010,06,26
51693, Stars, • 2010 third round pick (#77-Alexander Guptill / Alex Guptill)• 2010 fourth round pick #109-Alex Theriau), • 2010 third round pick #71-Michael Bournival),Avalanche,1,2,2010,06,26
51850, Avalanche, • Daniel Winnik, • 2012 fourth round pick (#102-Rhett Holland),Coyotes,1,1,2010,06,28
51856, Coyotes, • 2012 fourth round pick (#102-Rhett Holland), • Daniel Winnik,Avalanche,1,1,2010,06,28
51863, Canadiens, • Dustin Boyd• Dan Ellis (a)• future considerations (?), • Sergei Kostitsyn• future considerations (?),Predators,2,3,2010,06,29
51871, Predators, • Sergei Kostitsyn• future considerations (?), • Dustin Boyd• Dan Ellis (a)• future considerations (?),Canadiens,3,2,2010,06,29
51878, Blackhawks, • Viktor Stalberg• Christopher DiDomenico / Chris DiDomenico• Philippe Paradis, • Kris Versteeg• Bill Sweatt,MapleLeafs,2,3,2010,06,30
51882, Coyotes, • Patrick O'Sullivan, • Jim Vandermeer,Oilers,1,1,2010,06,30
51887, Ducks, • Jason Jaffray• 2013 conditional seventh round pick (not exercised), • Logan MacMillan• 2013 conditional seventh round pick (not exercised),Flames,2,2,2010,06,30
51890, Flames, • Logan MacMillan• 2013 conditional seventh round pick (not exercised), • Jason Jaffray• 2013 conditional seventh round pick (not exercised),Ducks,2,2,2010,06,30
51894, Maple Leafs, • Kris Versteeg• Bill Sweatt, • Viktor Stalberg• Christopher DiDomenico / Chris DiDomenico• Philippe Paradis,Blackhawks,3,2,2010,06,30
51895, Oilers, • Jim Vandermeer, • Patrick O'Sullivan,Coyotes,1,1,2010,06,30
51933, Blackhawks, • Ivan Vishnevskiy• 2011 second round pick (#36-Adam Clendening), • Andrew Ladd,Thrashers,1,2,2010,07,01
52072, Flyers, • Andrej Meszaros, • 2012 second round pick (#50-Colton Sissons),Lightning,1,1,2010,07,01
52113, Lightning, • 2012 second round pick (#50-Colton Sissons), • Andrej Meszaros,Flyers,1,1,2010,07,01
52238, Thrashers, • Andrew Ladd, • Ivan Vishnevskiy• 2011 second round pick (#36-Adam Clendening),Blackhawks,2,1,2010,07,01
52445, Ducks, • Aaron Voros• Ryan Hillier, • Steve Eminger,Rangers,1,2,2010,07,09
52454, Rangers, • Steve Eminger, • Aaron Voros• Ryan Hillier,Ducks,2,1,2010,07,09
52571, Ducks, • Tomas Zaborsky, • Matt McCue,Rangers,1,1,2010,07,19
52573, Flyers, • Matt Walker• 2011 fourth round pick (#117-Marcel Noebels), • Simon Gagne,Lightning,1,2,2010,07,19
52575, Lightning, • Simon Gagne, • Matt Walker• 2011 fourth round pick (#117-Marcel Noebels),Flyers,2,1,2010,07,19
52576, Rangers, • Matt McCue, • Tomas Zaborsky,Ducks,1,1,2010,07,19
52604, Blackhawks, • Jeff Taffe, • Marty Reasoner,Panthers,1,1,2010,07,22
52610, Panthers, • Marty Reasoner, • Jeff Taffe,Blackhawks,1,1,2010,07,22
52656, Blues, • Stefan Della Rovere, • D.J. King,Capitals,1,1,2010,07,28
52657, Capitals, • D.J. King, • Stefan Della Rovere,Blues,1,1,2010,07,28
52685, Ducks, • 2011 third round pick (Islanders choice of Islanders or Avalanche pick) (#65-Joseph Cramarossa), • James Wisniewski,Islanders,1,1,2010,07,30
52686, Islanders, • James Wisniewski, • 2011 third round pick (Islanders choice of Islanders or Avalanche pick) (#65-Joseph Cramarossa),Ducks,1,1,2010,07,30
52699, Rangers, • Todd White, • Donald Brashear• Patrick Rissmiller / Pat Rissmiller,Thrashers,2,1,2010,08,02
52700, Thrashers, • Donald Brashear• Patrick Rissmiller / Pat Rissmiller, • Todd White,Rangers,1,2,2010,08,02
52705, Blues, • Graham Mink, • T.J. Fast,Panthers,1,1,2010,08,03
52716, Panthers, • T.J. Fast, • Graham Mink,Blues,1,1,2010,08,03
52732, Panthers, • Mike Santorelli," • 2011 conditional round pick (fourth round if unknown conditions are met, else fifth round (#93-Josh Shalla)",Predators,1,1,2010,08,05
52733, Predators," • 2011 conditional round pick (fourth round if unknown conditions are met, else fifth round (#93-Josh Shalla)", • Mike Santorelli,Panthers,1,1,2010,08,05
52777, Canadiens, • Karri Ramo, • Cedrick Desjardins,Lightning,1,1,2010,08,16
52779, Lightning, • Cedrick Desjardins, • Karri Ramo,Canadiens,1,1,2010,08,16
52828, Lightning, • Alex Berry• Stefano Giliati, • Matt Lashoff,MapleLeafs,1,2,2010,08,27
52830, Maple Leafs, • Matt Lashoff, • Alex Berry• Stefano Giliati,Lightning,2,1,2010,08,27
52857, Predators, • Grant Lewis, • Ian McKenzie,Thrashers,1,1,2010,09,01
52859, Thrashers, • Ian McKenzie, • Grant Lewis,Predators,1,1,2010,09,01
53234, Canucks, • Ryan Parent• Jonas Andersson (a), • Shane O'Brien• Dan Gendur,Predators,2,2,2010,10,05
53235, Predators, • Shane O'Brien• Dan Gendur, • Ryan Parent• Jonas Andersson (a),Canucks,2,2,2010,10,05
53241, Canucks, • Andrew Peters, • Darcy Hordichuk,Panthers,1,1,2010,10,06
53246, Panthers, • Darcy Hordichuk, • Andrew Peters,Canucks,1,1,2010,10,06
53249, Canucks, • Nathan Paetsch, • Sean Zimmerman,Panthers,1,1,2010,10,07
53250, Panthers, • Sean Zimmerman, • Nathan Paetsch,Canucks,1,1,2010,10,07
53298, Ducks, • Nigel Williams, • Stu Bickel,Rangers,1,1,2010,11,23
53299, Ducks, • Stefan Chaput• Matt Kennedy, • Ryan Carter,Hurricanes,1,2,2010,11,23
53300, Hurricanes, • Ryan Carter, • Stefan Chaput• Matt Kennedy,Ducks,2,1,2010,11,23
53301, Rangers, • Stu Bickel, • Nigel Williams,Ducks,1,1,2010,11,23
53307, Avalanche, • Matt Hunwick, • Colby Cohen,Bruins,1,1,2010,11,29
53308, Bruins, • Colby Cohen, • Matt Hunwick,Avalanche,1,1,2010,11,29
53309, Avalanche, • Tomas Fleischmann, • Scott Hannan,Capitals,1,1,2010,11,30
53310, Capitals, • Scott Hannan, • Tomas Fleischmann,Avalanche,1,1,2010,11,30
53327, Bruins, , • Jordan Knackstedt,Panthers,1,0,2010,12,09
53328, Bruins, • Juraj Simek, • Levi Nelson,Lightning,1,1,2010,12,09
53329, Bruins, • Sean Zimmerman• 2011 conditional seventh round pick (not exercised), • Jeff LoVecchio• Jordan Knackstedt,Panthers,2,2,2010,12,09
53330, Lightning, • Levi Nelson, • Juraj Simek,Bruins,1,1,2010,12,09
53331, Panthers, • Jeff LoVecchio• Jordan Knackstedt, • Sean Zimmerman• 2011 conditional seventh round pick (not exercised),Bruins,2,2,2010,12,09
53332, Panthers, • Jordan Knackstedt, ,Bruins,0,1,2010,12,09
53334, Bruins, • future considerations (?), • Marco Sturm,Kings,1,1,2010,12,11
53335, Kings, • Marco Sturm, • future considerations (?),Bruins,1,1,2010,12,11
53355, Canadiens, • James Wisniewski," • 2011 second round pick (#50-Johan Sundstrom)• conditional fifth round pick (2012 if it is available, else 2013; conditional if Canadiens qualify for 2011 playoffs and Wisniewski plays in at least 50% of Canadiens' playoff games) (not exercised)",Islanders,2,1,2010,12,28
53359, Islanders," • 2011 second round pick (#50-Johan Sundstrom)• conditional fifth round pick (2012 if it is available, else 2013; conditional if Canadiens qualify for 2011 playoffs and Wisniewski plays in at least 50% of Canadiens' playoff games) (not exercised)", • James Wisniewski,Canadiens,1,2,2010,12,28
53371, Canadiens, • Brett Festerling• 2012 fifth round pick (#127-Brian Cooper), • Maxim Lapierre,Ducks,1,2,2010,12,31
53372, Ducks, • Maxim Lapierre, • Brett Festerling• 2012 fifth round pick (#127-Brian Cooper),Canadiens,2,1,2010,12,31
53375, Islanders, • Ty Wishart, • Dwayne Roloson,Lightning,1,1,2011,01,01
53376, Lightning, • Dwayne Roloson, • Ty Wishart,Islanders,1,1,2011,01,01
53382, Blue Jackets, • Trevor Smith, • Nathan Guenin / Nate Guenin,Ducks,1,1,2011,01,04
53383, Ducks, • Nathan Guenin / Nate Guenin, • Trevor Smith,BlueJackets,1,1,2011,01,04
53391, Devils," • 2011 conditional draft pick (second round if Stars advance to second round of 2011 playoffs or re-sign Langenbrunner before 07-01, else third round) (#74-Blake Coleman)• 2012 second round pick (if Stars re-sign Langenbrunner after 07-01) (not exercised)", • Jamie Langenbrunner• 2012 conditional third round pick (if Stars re-sign Langenbrunner after 07-01) (not exercised),Stars,2,2,2011,01,07
53392, Stars, • Jamie Langenbrunner• 2012 conditional third round pick (if Stars re-sign Langenbrunner after 07-01) (not exercised)," • 2011 conditional draft pick (second round if Stars advance to second round of 2011 playoffs or re-sign Langenbrunner before 07-01, else third round) (#74-Blake Coleman)• 2012 second round pick (if Stars re-sign Langenbrunner after 07-01) (not exercised)",Devils,2,2,2011,01,07
53396, Coyotes, • Michal Rozsival, • Wojtek Wolski,Rangers,1,1,2011,01,10
53397, Rangers, • Wojtek Wolski, • Michal Rozsival,Coyotes,1,1,2011,01,10
53402, Maple Leafs, • Fabian Brunnstrom, • Mikhail Stefanovich,Stars,1,1,2011,01,13
53403, Stars, • Mikhail Stefanovich, • Fabian Brunnstrom,MapleLeafs,1,1,2011,01,13
53414, Sharks, • Ben Eager, • 2011 fifth round pick (#148-Austen Brassard),Thrashers,1,1,2011,01,18
53416, Thrashers, • 2011 fifth round pick (#148-Austen Brassard), • Ben Eager,Sharks,1,1,2011,01,18
53423, Devils, • Steven Zalewski / Steve Zalewski• Jay Leach, • Patrick Davis• Michael Swift / Mike Swift,Sharks,2,2,2011,02,09
53424, Ducks, • Francois Beauchemin," • Joffrey Lupul• Jake Gardiner• 2013 conditional round pick (fourth round if Lupul is on Maple Leafs roster for 40 or more games in 2012-13, else sixth round) (#117-Fredrik Bergvik)",MapleLeafs,3,1,2011,02,09
53426, Maple Leafs," • Joffrey Lupul• Jake Gardiner• 2013 conditional round pick (fourth round if Lupul is on Maple Leafs roster for 40 or more games in 2012-13, else sixth round) (#117-Fredrik Bergvik)", • Francois Beauchemin,Ducks,1,3,2011,02,09
53427, Sharks, • Patrick Davis• Michael Swift / Mike Swift, • Steven Zalewski / Steve Zalewski• Jay Leach,Devils,2,2,2011,02,09
53428, Coyotes, • 2011 sixth round pick (#154-Andrew Fritsch), • Al Montoya,Islanders,1,1,2011,02,09
53429, Islanders, • Al Montoya, • 2011 sixth round pick (#154-Andrew Fritsch),Coyotes,1,1,2011,02,09
53430, Blackhawks, • Michael Frolik• Alexander Salak, • Jack Skille• Hugh Jessiman• David Pacan,Panthers,3,2,2011,02,10
53431, Panthers, • Jack Skille• Hugh Jessiman• David Pacan, • Michael Frolik• Alexander Salak,Blackhawks,2,3,2011,02,10
53432, Predators, • Mike Fisher," • 2011 first round pick (#21-Stefan Noesen)• 2012 conditional round pick (third round if Predators advance to second round of 2011 playoffs, second round if Predators advance to third round of 2011 playoffs) (#82-Jarrod Maidens)",Senators,2,1,2011,02,10
53433, Senators," • 2011 first round pick (#21-Stefan Noesen)• 2012 conditional round pick (third round if Predators advance to second round of 2011 playoffs, second round if Predators advance to third round of 2011 playoffs) (#82-Jarrod Maidens)", • Mike Fisher,Predators,1,2,2011,02,10
53438, Flyers, • Kris Versteeg, • 2011 first round pick (#25-Stuart Percy)• 2011 third round pick (#85-Josh Leivo),MapleLeafs,2,1,2011,02,14
53439, Maple Leafs, • 2011 first round pick (#25-Stuart Percy)• 2011 third round pick (#85-Josh Leivo), • Kris Versteeg,Flyers,1,2,2011,02,14
53440, Bruins, • Chris Kelly, • 2011 second round pick (#61-Shane Prince),Senators,1,1,2011,02,15
53441, Senators, • 2011 second round pick (#61-Shane Prince), • Chris Kelly,Bruins,1,1,2011,02,15
53443, Ducks, • 2011 conditional seventh round pick (if Voros re-signs with Maple Leafs prior to 2011 draft) (not exercised), • Aaron Voros,MapleLeafs,1,1,2011,02,15
53444, Maple Leafs, • Aaron Voros, • 2011 conditional seventh round pick (if Voros re-signs with Maple Leafs prior to 2011 draft) (not exercised),Ducks,1,1,2011,02,15
53445, Canadiens, • Paul Mara, • 2012 fifth round pick (#127-Brian Cooper),Ducks,1,1,2011,02,17
53447, Ducks, • 2012 fifth round pick (#127-Brian Cooper), • Paul Mara,Canadiens,1,1,2011,02,17
53448, Ducks, • Jarkko Ruutu, • 2011 sixth round pick (#170-Max McCormick),Senators,1,1,2011,02,17
53450, Senators, • 2011 sixth round pick (#170-Max McCormick), • Jarkko Ruutu,Ducks,1,1,2011,02,17
53451, Avalanche, • Brian Elliott, • Craig Anderson,Senators,1,1,2011,02,18
53452, Blues, • rights to Brock Beukeboom• 2011 third round pick (#87-Jordan Binnington), • Eric Brewer,Lightning,1,2,2011,02,18
53453, Bruins, • Tomas Kaberle, • Joe Colborne• 2011 first round pick (#30-Rickard Rakell)• 2012 conditional second round pick (if Bruins advance to 2011 Stanley Cup Finals or Kaberle re-signs with Bruins after 2010-11 season) (#54-Mike Winther (b)),MapleLeafs,3,1,2011,02,18
53454, Hurricanes, • 2012 second round pick (#47-Brock McGinn), • Ian White (a),Sharks,1,1,2011,02,18
53455, Hurricanes, • Derek Joslin, • future considerations (?),Sharks,1,1,2011,02,18
53456, Lightning, • Eric Brewer, • rights to Brock Beukeboom• 2011 third round pick (#87-Jordan Binnington),Blues,2,1,2011,02,18
53457, Maple Leafs, • Joe Colborne• 2011 first round pick (#30-Rickard Rakell)• 2012 conditional second round pick (if Bruins advance to 2011 Stanley Cup Finals or Kaberle re-signs with Bruins after 2010-11 season) (#54-Mike Winther (b)), • Tomas Kaberle,Bruins,1,3,2011,02,18
53459, Senators, • Craig Anderson, • Brian Elliott,Avalanche,1,1,2011,02,18
53460, Sharks, • future considerations (?), • Derek Joslin,Hurricanes,1,1,2011,02,18
53461, Sharks, • Ian White (a), • 2012 second round pick (#47-Brock McGinn),Hurricanes,1,1,2011,02,18
53462, Bruins, • Rich Peverley• Boris Valabik, • Blake Wheeler• Mark Stuart,Thrashers,2,2,2011,02,18
53463, Thrashers, • Blake Wheeler• Mark Stuart, • Rich Peverley• Boris Valabik,Bruins,2,2,2011,02,18
53464, Avalanche," • Erik Johnson (Robert)• Jay McClement• 2011 or 2012 conditional first round pick (2011, unless Blues pick is top 10 in which case Blues have option to defer pick to 2012) (2011 #11- Duncan Siemens)"," • Chris Stewart (a)• Kevin Shattenkirk• 2011 or 2012 conditional second round pick (2011 if Blues send 2011 first round pick, else 2012) (2011 #32-Ty Rattie)",Blues,3,3,2011,02,19
53465, Blues," • Chris Stewart (a)• Kevin Shattenkirk• 2011 or 2012 conditional second round pick (2011 if Blues send 2011 first round pick, else 2012) (2011 #32-Ty Rattie)"," • Erik Johnson (Robert)• Jay McClement• 2011 or 2012 conditional first round pick (2011, unless Blues pick is top 10 in which case Blues have option to defer pick to 2012) (2011 #11- Duncan Siemens)",Avalanche,3,3,2011,02,19
53468, Penguins, • James Neal• Matt Niskanen, • Alex Goligoski,Stars,1,2,2011,02,21
53469, Stars, • Alex Goligoski, • James Neal• Matt Niskanen,Penguins,2,1,2011,02,21
53480, Ducks, • Dan Ellis (a), • Curtis McElhinney,Lightning,1,1,2011,02,24
53481, Hurricanes, • Cory Stillman, • Ryan Carter• 2011 fifth round pick (#132-Sean Kuraly),Panthers,2,1,2011,02,24
53483, Lightning, • Curtis McElhinney, • Dan Ellis (a),Ducks,1,1,2011,02,24
53485, Panthers, • Ryan Carter• 2011 fifth round pick (#132-Sean Kuraly), • Cory Stillman,Hurricanes,1,2,2011,02,24
53486, Penguins, • Alexei Kovalev / Alex Kovalev," • 2011 conditional pick (sixth round if Penguins advance to second round of 2011 playoffs and Kovalev plays at least 50% of games in first round, else seventh round) (#203-Ryan Dzingel)",Senators,1,1,2011,02,24
53487, Senators," • 2011 conditional pick (sixth round if Penguins advance to second round of 2011 playoffs and Kovalev plays at least 50% of games in first round, else seventh round) (#203-Ryan Dzingel)", • Alexei Kovalev / Alex Kovalev,tradewtihPenguins,1,1,2011,02,24
53490, Canadiens, • Brent Sopel• Nigel Dawes, • Ben Maxwell• 2011 fourth round pick (#107-Olivier Archambault),Thrashers,2,2,2011,02,24
53491, Thrashers, • Ben Maxwell• 2011 fourth round pick (#107-Olivier Archambault), • Brent Sopel• Nigel Dawes,Canadiens,2,2,2011,02,24
53496, Panthers, • Alexander Sulzer, • 2012 conditional seventh round pick (if Sulzer re-signs with Panthers) (not exercised),Predators,1,1,2011,02,25
53498, Predators, • 2012 conditional seventh round pick (if Sulzer re-signs with Panthers) (not exercised), • Alexander Sulzer,Panthers,1,1,2011,02,25
53512, Panthers, • Tim Kennedy• 2011 third round pick (#75-Logan Shaw), • Bryan McCabe,Rangers,1,2,2011,02,26
53513, Rangers, • Bryan McCabe, • Tim Kennedy• 2011 third round pick (#75-Logan Shaw),Panthers,2,1,2011,02,26
53519, Blues, • 2011 second round pick (#46-Joel Edmundson), • Brad Boyes,Sabres,1,1,2011,02,27
53520, Sabres, • Brad Boyes, • 2011 second round pick (#46-Joel Edmundson),Blues,1,1,2011,02,27
53521, Bruins, • Stefan Chaput• David Laliberte, • Brian McGrattan• Sean Zimmerman,Ducks,2,2,2011,02,27
53522, Ducks, • Brian McGrattan• Sean Zimmerman, • Stefan Chaput• David Laliberte,Bruins,2,2,2011,02,27
53523, Blues, • 2012 third round pick (#67-MacKenzie MacEachern), • Brad Winchester,Ducks,1,1,2011,02,28
53524, Capitals, • Jason Arnott, • David Steckel / Dave Steckel• 2012 second round pick (#46-Raphael Bussieres),Devils,2,1,2011,02,28
53525, Devils, • David Steckel / Dave Steckel• 2012 second round pick (#46-Raphael Bussieres), • Jason Arnott,Capitals,1,2,2011,02,28
53526, Ducks, • Brad Winchester, • 2012 third round pick (#67-MacKenzie MacEachern),Blues,1,1,2011,02,28
53528, Flames, • Fredrik Modin / Freddy Modin, • 2011 seventh round pick (#193-Colin Blackwell),Thrashers,1,1,2011,02,28
53529, Hurricanes, • Bryan Allen, • Sergei Samsonov,Panthers,1,1,2011,02,28
53530, Kings, • Dustin Penner," • Colten Teubert• 2011 first round pick (#19-Oscar Klefbom)• 2012 conditional pick (second round if Kings win 2011 Stanley Cup, else third round) (#91-Daniil Zharkov)",Oilers,3,1,2011,02,28
53532, Oilers," • Colten Teubert• 2011 first round pick (#19-Oscar Klefbom)• 2012 conditional pick (second round if Kings win 2011 Stanley Cup, else third round) (#91-Daniil Zharkov)", • Dustin Penner,Kings,1,3,2011,02,28
53533, Panthers, • Sergei Samsonov, • Bryan Allen,Hurricanes,1,1,2011,02,28
53537, Thrashers, • 2011 seventh round pick (#193-Colin Blackwell), • Fredrik Modin / Freddy Modin,Flames,1,1,2011,02,28
53540, Avalanche, • Shawn Belle, • Kevin Montgomery,Oilers,1,1,2011,02,28
53541, Blackhawks, • Chris Campoli• 2012 conditional seventh round pick (if Potulny is on Senators roster for at least one day during 2011-12 season) (not exercised)," • Ryan Potulny• 2011 second round pick (Blackhawks option of Blackhawks, Flames, Jets pick) (#48-Xavier Ouellet)",Senators,2,2,2011,02,28
53542, Blue Jackets, • Greg Moore• Michael Chaput, • Tom Sestito,Flyers,1,2,2011,02,28
53543, Blue Jackets, • Scottie Upshall• Sami Lepisto, • Rostislav Klesla• Dane Byers,Coyotes,2,2,2011,02,28
53544, Bruins, • Anton Khudobin, • Jeff Penner• rights to Mikko Lehtonen,Wild,2,1,2011,02,28
53545, Canadiens, • Drew MacIntyre, • Brett Festerling,Thrashers,1,1,2011,02,28
53546, Canucks, • Chris Higgins, • Evan Oberg• 2013 third round pick (#85-Cole Cassels),Panthers,2,1,2011,02,28
53547, Canucks, • Maxim Lapierre• MacGregor Sharp, • Joel Perrault• 2012 third round pick (#87-Frederik Andersen),Ducks,2,2,2011,02,28
53548, Capitals, • Dennis Wideman, • Jake Hauswirth• 2011 third round pick (#86-Jonathan Racine),Panthers,2,1,2011,02,28
53549, Coyotes, • Rostislav Klesla• Dane Byers, • Scottie Upshall• Sami Lepisto,BlueJackets,2,2,2011,02,28
53550, Ducks, • Joel Perrault• 2012 third round pick (#87-Frederik Andersen), • Maxim Lapierre• MacGregor Sharp,Canucks,2,2,2011,02,28
53551, Flyers, • Tom Sestito, • Greg Moore• Michael Chaput,BlueJackets,2,1,2011,02,28
53552, Maple Leafs, • 2012 seventh round pick (#209-Viktor Loov), • John Mitchell (a),Rangers,1,1,2011,02,28
53553, Oilers, • Kevin Montgomery, • Shawn Belle,Avalanche,1,1,2011,02,28
53554, Panthers, • Evan Oberg• 2013 third round pick (#85-Cole Cassels), • Chris Higgins,Canucks,1,2,2011,02,28
53555, Panthers, • Jake Hauswirth• 2011 third round pick (#86-Jonathan Racine), • Dennis Wideman,Capitals,1,2,2011,02,28
53556, Panthers, • Patrick Rissmiller / Pat Rissmiller• Niclas Bergfors, • Radek Dvorak• 2011 fifth round pick (#132-Sean Kuraly),Thrashers,2,2,2011,02,28
53557, Rangers, • John Mitchell (a), • 2012 seventh round pick (#209-Viktor Loov),MapleLeafs,1,1,2011,02,28
53558, Senators," • Ryan Potulny• 2011 second round pick (Blackhawks option of Blackhawks, Flames, Jets pick) (#48-Xavier Ouellet)", • Chris Campoli• 2012 conditional seventh round pick (if Potulny is on Senators roster for at least one day during 2011-12 season) (not exercised),Blackhawks,2,2,2011,02,28
53559, Thrashers, • Brett Festerling, • Drew MacIntyre,Canadiens,1,1,2011,02,28
53560, Thrashers, • Radek Dvorak• 2011 fifth round pick (#132-Sean Kuraly), • Patrick Rissmiller / Pat Rissmiller• Niclas Bergfors,Panthers,2,2,2011,02,28
53561, Wild, • Jeff Penner• rights to Mikko Lehtonen, • Anton Khudobin,Bruins,1,2,2011,02,28
53564, Blue Jackets, • Petr Kalus, • future considerations (?),Wild,1,1,2011,03,01
53565, Wild, • future considerations (?), • Petr Kalus,BlueJackets,1,1,2011,03,01
53683, Coyotes, • Ethan Werek, • Oscar Lindberg,Rangers,1,1,2011,05,08
53684, Rangers, • Oscar Lindberg, • Ethan Werek,Coyotes,1,1,2011,05,08
53769, Flames, • Roman Horak• 2011 second round pick (#45-Markus Granlund)• 2011 second round pick (#57-Tyler Wotherspoon), • Tim Erixon• 2011 fifth round pick (#133-Shane McColgan),Rangers,2,3,2011,06,01
53770, Rangers, • Tim Erixon• 2011 fifth round pick (#133-Shane McColgan), • Roman Horak• 2011 second round pick (#45-Markus Granlund)• 2011 second round pick (#57-Tyler Wotherspoon),Flames,3,2,2011,06,01
53775, Capitals, • Taylor Stefishen, • 2013 conditional seventh round pick (if Stefishen appears on the Capitals reserve list as a signed NHL contracted player for 1 day or more during the 2011-12 or 2012-13 league years) (?-?),Predators,1,1,2011,06,02
53779, Predators, • 2013 conditional seventh round pick (if Stefishen appears on the Capitals reserve list as a signed NHL contracted player for 1 day or more during the 2011-12 or 2012-13 league years) (?-?), • Taylor Stefishen,Capitals,1,1,2011,06,02
53795, Coyotes, • Matt Clackson• 2011 conditional third round pick (if Flyers re-sign Bryzgalov before 2011 draft) (#83-Harrison Ruopp)• 2012 third round pick (#81-Oskar Sundqvist), • rights to Ilya Bryzgalov,Flyers,1,3,2011,06,07
53796, Flyers, • rights to Ilya Bryzgalov, • Matt Clackson• 2011 conditional third round pick (if Flyers re-sign Bryzgalov before 2011 draft) (#83-Harrison Ruopp)• 2012 third round pick (#81-Oskar Sundqvist),Coyotes,3,1,2011,06,07
53848, Devils, • Maxim Noreau, • David McIntyre,Wild,1,1,2011,06,16
53857, Wild, • David McIntyre, • Maxim Noreau,Devils,1,1,2011,06,16
53878, Blue Jackets, • Jeff Carter, • Jakub Voracek• 2011 first round pick (#8-Sean Couturier)• 2011 third round pick (#68-Nick Cousins),Flyers,3,1,2011,06,23
53881, Flyers, • Jakub Voracek• 2011 first round pick (#8-Sean Couturier)• 2011 third round pick (#68-Nick Cousins), • Jeff Carter,BlueJackets,1,3,2011,06,23
53882, Flyers, • Wayne Simmonds• Brayden Schenn• 2012 second round pick (#61-Devin Shore), • Mike Richards• Rob Bordson,Kings,2,3,2011,06,23
53883, Kings, • Mike Richards• Rob Bordson, • Wayne Simmonds• Brayden Schenn• 2012 second round pick (#61-Devin Shore),Flyers,3,2,2011,06,23
53887, Avalanche, • 2012 second round pick (#54-Mike Winther (b)), • John-Michael Liles,MapleLeafs,1,1,2011,06,24
53891, Blackhawks, • Rostislav Olesz, • Brian Campbell (b),Panthers,1,1,2011,06,24
53892, Ducks, • 2011 first round pick (#30-Rickard Rakell)• 2011 second round pick (#39-John Gibson (b. 1993-07-14)), • 2011 first round pick (#22-Tyler Biggs),MapleLeafs,1,2,2011,06,24
53946, Maple Leafs, • 2011 first round pick (#22-Tyler Biggs), • 2011 first round pick (#30-Rickard Rakell)• 2011 second round pick (#39-John Gibson (b. 1993-07-14)),Ducks,2,1,2011,06,24
53947, Maple Leafs, • John-Michael Liles, • 2012 second round pick (#54-Mike Winther (b)),Avalanche,1,1,2011,06,24
53949, Panthers, • Brian Campbell (b), • Rostislav Olesz,Blackhawks,1,1,2011,06,24
53950, Red Wings, • 2011 second round pick (#35-Tomas Jurco)• 2011 second round pick (#48-Xavier Ouellet), • 2011 first round pick (#24-Matt Puempel),Senators,1,2,2011,06,24
53951, Senators, • 2011 first round pick (#24-Matt Puempel), • 2011 second round pick (#35-Tomas Jurco)• 2011 second round pick (#48-Xavier Ouellet),RedWings,2,1,2011,06,24
53952, Sharks, • Brent Burns• 2012 second round pick (#37-Pontus Aberg), • Devin Setoguchi• Charlie Coyle• 2011 first round pick (#28-Zack Phillips),Wild,3,2,2011,06,24
53953, Wild, • Devin Setoguchi• Charlie Coyle• 2011 first round pick (#28-Zack Phillips), • Brent Burns• 2012 second round pick (#37-Pontus Aberg),Sharks,2,3,2011,06,24
53954, Blackhawks, • 2011 first round pick (#26-Phillip Danault), • Troy Brouwer,Capitals,1,1,2011,06,24
53955, Capitals, • Troy Brouwer, • 2011 first round pick (#26-Phillip Danault),Blackhawks,1,1,2011,06,24
53988, Coyotes, • Marc-Antoine Pouliot / Marc Pouliot, • 2011 seventh round pick (#200-Matthew Peca),Lightning,1,1,2011,06,25
53990, Flames, • Chris Butler• Paul Byron, • Robyn Regehr• Ales Kotalik• 2012 second round pick (#44-Jake McCabe),Sabres,3,2,2011,06,25
53991, Islanders, • future considerations (?), • Bruno Gervais,Lightning,1,1,2011,06,25
53992, Lightning, • 2011 seventh round pick (#200-Matthew Peca), • Marc-Antoine Pouliot / Marc Pouliot,Coyotes,1,1,2011,06,25
